역명,주말구분,전체이용객수,피크시간대,피크시간대_이용객수,피크집중도,시간대별_평균,시간대별_표준편차,안정도
가락시장,전체,12574329.0,18-19시간대,1285961.0,0.102269,628716.450000,312913.955443,0.502297
가락시장,평일,10177639.0,08-09시간대,1162308.0,0.114202,508881.950000,279573.219638,0.450613
가락시장,주말,2396690.0,16-17시간대,194152.0,0.081008,119834.500000,56703.512892,0.526818
가산디지털단지,전체,27779890.0,08-09시간대,4780995.0,0.172103,1388994.500000,1254203.675482,0.097042
가산디지털단지,평일,25163942.0,08-09시간대,4675722.0,0.185810,1258197.100000,1236528.305274,0.017222
가산디지털단지,주말,2615948.0,16-17시간대,227830.0,0.087093,130797.400000,69688.479619,0.467203
강남,전체,55564369.0,18-19시간대,6012346.0,0.108205,2778218.450000,1461434.667981,0.473967
강남,평일,45205827.0,18-19시간대,5262311.0,0.116408,2260291.350000,1297371.879743,0.426016
강남,주말,10358542.0,17-18시간대,913873.0,0.088224,517927.100000,273604.372690,0.471732
강남구청,전체,11529456.0,08-09시간대,1350157.0,0.117105,576472.800000,367278.888630,0.362886
강남구청,평일,9661056.0,08-09시간대,1270672.0,0.131525,483052.800000,343184.392056,0.289551
강남구청,주말,1868400.0,16-17시간대,147558.0,0.078976,93420.000000,46600.022473,0.501177
강동,전체,13046942.0,08-09시간대,1474001.0,0.112977,652347.100000,334501.241571,0.487234
강동,평일,10459373.0,08-09시간대,1350686.0,0.129136,522968.650000,310023.773009,0.407185
강동,주말,2587569.0,13-14시간대,202940.0,0.078429,129378.450000,57155.523903,0.558230
강동구청,전체,7461526.0,08-09시간대,869569.0,0.116540,373076.300000,203745.926854,0.453876
강동구청,평일,6141450.0,08-09시간대,805183.0,0.131106,307072.500000,188574.398715,0.385896
강동구청,주말,1320076.0,16-17시간대,101905.0,0.077196,66003.800000,30492.585805,0.538018
강변(동서울터미널),전체,19279430.0,18-19시간대,1758013.0,0.091186,963971.500000,454166.024701,0.528859
강변(동서울터미널),평일,14208740.0,08-09시간대,1446662.0,0.101815,710437.000000,360904.695300,0.491996
강변(동서울터미널),주말,5070690.0,17-18시간대,409256.0,0.080710,253534.500000,130330.211153,0.485947
강일,전체,4148380.0,07-08시간대,422075.0,0.101745,207419.000000,102556.069174,0.505561
강일,평일,3340212.0,07-08시간대,391978.0,0.117351,167010.600000,94894.348816,0.431806
강일,주말,808168.0,17-18시간대,58751.0,0.072697,40408.400000,17568.913203,0.565216
개롱,전체,4728554.0,08-09시간대,469323.0,0.099253,236427.700000,114288.380937,0.516603
개롱,평일,3815380.0,08-09시간대,419110.0,0.109848,190769.000000,102796.855474,0.461145
개롱,주말,913174.0,13-14시간대,71064.0,0.077821,45658.700000,20699.717807,0.546642
개화산,전체,4212157.0,08-09시간대,454434.0,0.107886,210607.850000,103833.890391,0.506980
개화산,평일,3391638.0,08-09시간대,411820.0,0.121422,169581.900000,95862.974448,0.434710
개화산,주말,820519.0,17-18시간대,59197.0,0.072146,41025.950000,16623.634207,0.594802
거여,전체,6958645.0,08-09시간대,735909.0,0.105755,347932.250000,179146.804145,0.485110
거여,평일,5689088.0,08-09시간대,664836.0,0.116862,284454.400000,167247.494925,0.412041
거여,주말,1269557.0,16-17시간대,94268.0,0.074253,63477.850000,26558.726167,0.581606
건대입구,전체,37799475.0,18-19시간대,3810241.0,0.100801,1889973.750000,864018.279699,0.542841
건대입구,평일,28154427.0,18-19시간대,3042670.0,0.108071,1407721.350000,675038.914795,0.520474
건대입구,주말,9645048.0,17-18시간대,820019.0,0.085020,482252.400000,247670.464702,0.486430
경복궁(정부서울청사),전체,19644064.0,18-19시간대,1951059.0,0.099321,982203.200000,574783.033338,0.414802
경복궁(정부서울청사),평일,14604138.0,08-09시간대,1737759.0,0.118991,730206.900000,454617.906411,0.377412
경복궁(정부서울청사),주말,5039926.0,16-17시간대,508635.0,0.100921,251996.300000,174622.074878,0.307045
경찰병원,전체,5108829.0,08-09시간대,635023.0,0.124299,255441.450000,146962.466969,0.424673
경찰병원,평일,4288037.0,08-09시간대,589163.0,0.137397,214401.850000,137304.762523,0.359592
경찰병원,주말,820792.0,13-14시간대,61071.0,0.074405,41039.600000,18335.988150,0.553212
고덕,전체,7220816.0,18-19시간대,593998.0,0.082262,361040.800000,161694.488335,0.552143
고덕,평일,5905562.0,07-08시간대,520832.0,0.088193,295278.100000,140660.535270,0.523634
고덕,주말,1315254.0,13-14시간대,106043.0,0.080625,65762.700000,31763.082832,0.517005
고려대(종암),전체,6192054.0,08-09시간대,644135.0,0.104026,309602.700000,147583.921359,0.523312
고려대(종암),평일,4981038.0,08-09시간대,588006.0,0.118049,249051.900000,133445.863201,0.464185
고려대(종암),주말,1211016.0,14-15시간대,92412.0,0.076309,60550.800000,26607.561656,0.560575
고속터미널,전체,48250131.0,17-18시간대,4290475.0,0.088922,2412506.550000,1259074.817690,0.478105
고속터미널,평일,33761116.0,17-18시간대,3057629.0,0.090567,1688055.800000,862685.443649,0.488947
고속터미널,주말,14489015.0,16-17시간대,1285077.0,0.088693,724450.750000,419524.870088,0.420906
공덕,전체,23091362.0,18-19시간대,2831568.0,0.122625,1154568.100000,719509.848625,0.376815
공덕,평일,19269716.0,08-09시간대,2666029.0,0.138353,963485.800000,680909.908670,0.293285
공덕,주말,3821646.0,16-17시간대,318275.0,0.083282,191082.300000,92740.301911,0.514658
공릉(서울과학기술대),전체,8766129.0,18-19시간대,796204.0,0.090827,438306.450000,195332.067529,0.554348
공릉(서울과학기술대),평일,6940809.0,08-09시간대,707425.0,0.101923,347040.450000,170923.509687,0.507482
공릉(서울과학기술대),주말,1825320.0,16-17시간대,140173.0,0.076794,91266.000000,39892.524301,0.562898
광나루(장신대),전체,8005285.0,08-09시간대,791371.0,0.098856,400264.250000,189394.417348,0.526827
광나루(장신대),평일,6171996.0,08-09시간대,702889.0,0.113884,308599.800000,164268.051030,0.467699
광나루(장신대),주말,1833289.0,16-17시간대,146667.0,0.080002,91664.450000,44182.259794,0.518000
광명사거리,전체,15116557.0,18-19시간대,1379234.0,0.091240,755827.850000,343620.710100,0.545372
광명사거리,평일,11822969.0,08-09시간대,1175288.0,0.099407,591148.450000,300917.852609,0.490961
광명사거리,주말,3293588.0,16-17시간대,265553.0,0.080627,164679.400000,80861.311262,0.508977
광화문(세종문화회관),전체,24482093.0,08-09시간대,3414624.0,0.139474,1224104.650000,871178.574147,0.288314
광화문(세종문화회관),평일,19656049.0,08-09시간대,3284113.0,0.167079,982802.450000,814926.974388,0.170813
광화문(세종문화회관),주말,4826044.0,16-17시간대,499696.0,0.103542,241302.200000,158345.775740,0.343786
광흥창(서강),전체,6592814.0,08-09시간대,748073.0,0.113468,329640.700000,177422.781091,0.461769
광흥창(서강),평일,5420513.0,08-09시간대,692513.0,0.127758,271025.650000,163536.264294,0.396602
광흥창(서강),주말,1172301.0,16-17시간대,89718.0,0.076532,58615.050000,27208.520652,0.535810
교대(법원.검찰청),전체,31718126.0,18-19시간대,3525547.0,0.111152,1585906.300000,880623.074793,0.444719
교대(법원.검찰청),평일,27025191.0,18-19시간대,3208507.0,0.118723,1351259.550000,807541.304806,0.402379
교대(법원.검찰청),주말,4692935.0,17-18시간대,377987.0,0.080544,234646.750000,112696.966739,0.519716
구로디지털단지,전체,39011152.0,08-09시간대,4803142.0,0.123122,1950557.600000,1139959.381747,0.415573
구로디지털단지,평일,32128182.0,08-09시간대,4484835.0,0.139592,1606409.100000,1081845.699824,0.326544
구로디지털단지,주말,6882970.0,17-18시간대,527153.0,0.076588,344148.500000,141909.687543,0.587650
구산,전체,5150084.0,08-09시간대,560685.0,0.108869,257504.200000,126533.670200,0.508615
구산,평일,4106129.0,08-09시간대,503230.0,0.122556,205306.450000,114215.549938,0.443683
구산,주말,1043955.0,17-18시간대,78207.0,0.074914,52197.750000,23914.904787,0.541840
구의(광진구청),전체,18376199.0,08-09시간대,1967467.0,0.107066,918809.950000,455555.232598,0.504190
구의(광진구청),평일,14636247.0,08-09시간대,1811873.0,0.123794,731812.350000,415986.025341,0.431567
구의(광진구청),주말,3739952.0,16-17시간대,293457.0,0.078465,186997.600000,83372.675148,0.554151
구파발,전체,15372386.0,08-09시간대,1327807.0,0.086376,768619.300000,337913.525044,0.560363
구파발,평일,12034655.0,07-08시간대,1173879.0,0.097542,601732.750000,295892.988577,0.508265
구파발,주말,3337731.0,16-17시간대,269143.0,0.080637,166886.550000,79514.293599,0.523543
군자(능동),전체,18583732.0,18-19시간대,1942863.0,0.104546,929186.600000,454536.732250,0.510823
